,HCPCS_CODE,CLNDR_HCPCS_YR_NUM,LONG_DESCRIPTION,SHORT_DESCRIPTION,PRICE1,PRICE2,PRICE3,PRICE4,MULT_PI,CIM1,CIM2,CIM3,MCM1,MCM2,MCM3,STATUTE,LABCERT1,LABCERT2,LABCERT3,LABCERT4,LABCERT5,LABCERT6,LABCERT7,LABCERT8,XREF1,XREF2,XREF3,XREF4,XREF5,COV,ASC_GRP,ASC_DT,OPPS,OPPS_PI,OPPS_DT,PROCNOTE,BETOS,TOS1,TOS2,TOS3,TOS4,TOS5,ANEST_BU,ADD_DT,ACT_EFF_DT,TERM_DT,ACTION_CD
6158,Q4137,2020,"Amnioexcel, amnioexcel plus or biodexcel, per square centimeter",Amnioexcel biodexcel 1sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2014-01-01,2019-01-01,nan--,N
6159,Q4138,2020,"Biodfence dryflex, per square centimeter","Biodfence dryflex, 1cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2014-01-01,2014-01-01,nan--,N
6160,Q4139,2020,"Amniomatrix or biodmatrix, injectable, 1 cc","Amnio or biodmatrix, inj 1cc",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2014-01-01,2014-01-01,nan--,N
6161,Q4140,2020,"Biodfence, per square centimeter",Biodfence 1cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2014-01-01,2014-01-01,nan--,N
6162,Q4141,2020,"Alloskin ac, per square centimeter","Alloskin ac, 1 cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2014-01-01,2014-01-01,nan--,N
6163,Q4142,2020,"Xcm biologic tissue matrix, per square centimeter",Xcm biologic tiss matrix 1cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2014-01-01,2014-01-01,nan--,N
6164,Q4143,2020,"Repriza, per square centimeter","Repriza, 1cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2014-01-01,2014-01-01,nan--,N
6165,Q4145,2020,"Epifix, injectable, 1 mg","Epifix, inj, 1mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2014-01-01,2014-01-01,nan--,N
6166,Q4146,2020,"Tensix, per square centimeter","Tensix, 1cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2014-01-01,2014-01-01,nan--,N
6167,Q4147,2020,"Architect, architect px, or architect fx, extracellular matrix, per square centimeter",Architect ecm px fx 1 sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2014-01-01,2015-01-01,nan--,N
6168,Q4148,2020,"Neox cord 1k, neox cord rt, or clarix cord 1k, per square centimeter",Neox neox rt or clarix cord,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2014-01-01,2018-01-01,nan--,N
6169,Q4149,2020,"Excellagen, 0.1 cc","Excellagen, 0.1 cc",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2014-01-01,2014-01-01,nan--,N
6170,Q4150,2020,"Allowrap ds or dry, per square centimeter",Allowrap ds or dry 1 sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2015-01-01,2015-01-01,nan--,N
6171,Q4151,2020,"Amnioband or guardian, per square centimeter","Amnioband, guardian 1 sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2015-01-01,2015-01-01,nan--,N
6172,Q4152,2020,"Dermapure, per square centimeter",Dermapure 1 square cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2015-01-01,2015-01-01,nan--,N
6173,Q4153,2020,"Dermavest and plurivest, per square centimeter","Dermavest, plurivest sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2015-01-01,2016-01-01,nan--,N
6174,Q4154,2020,"Biovance, per square centimeter",Biovance 1 square cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2015-01-01,2015-01-01,nan--,N
6175,Q4155,2020,"Neoxflo or clarixflo, 1 mg",Neoxflo or clarixflo 1 mg,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2015-01-01,2015-01-01,nan--,N
6176,Q4156,2020,"Neox 100 or clarix 100, per square centimeter",Neox 100 or clarix 100,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2015-01-01,2018-01-01,nan--,N
6177,Q4157,2020,"Revitalon, per square centimeter",Revitalon 1 square cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2015-01-01,2015-01-01,nan--,N
6178,Q4158,2020,"Kerecis omega3, per square centimeter","Kerecis omega3, per sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2015-01-01,2018-01-01,nan--,N
6179,Q4159,2020,"Affinity, per square centimeter",Affinity1 square cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2015-01-01,2015-01-01,nan--,N
6180,Q4160,2020,"Nushield, per square centimeter",Nushield 1 square cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2015-01-01,2015-01-01,nan--,N
6181,Q4161,2020,"Bio-connekt wound matrix, per square centimeter",Bio-connekt per square cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2016-01-01,2016-01-01,nan--,N
6182,Q4162,2020,"Woundex flow, bioskin flow, 0.5 cc","Wndex flw, bioskn flw, 0.5cc",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2016-01-01,2018-01-01,nan--,N
6183,Q4163,2020,"Woundex, bioskin, per square centimeter","Woundex, bioskin, per sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2016-01-01,2018-01-01,nan--,N
6184,Q4164,2020,"Helicoll, per square centimeter","Helicoll, per square cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2016-01-01,2016-01-01,nan--,N
6185,Q4165,2020,"Keramatrix or kerasorb, per square centimeter","Keramatrix, kerasorb sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2016-01-01,2019-10-01,nan--,N
6186,Q4166,2020,"Cytal, per square centimeter","Cytal, per square centimeter",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2017-01-01,2017-01-01,nan--,N
6187,Q4167,2020,"Truskin, per square centimeter","Truskin, per sq centimeter",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2017-01-01,2017-01-01,nan--,N
6188,Q4168,2020,"Amnioband, 1 mg","Amnioband, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2017-01-01,2017-01-01,nan--,N
6189,Q4169,2020,"Artacent wound, per square centimeter","Artacent wound, per sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2017-01-01,2017-01-01,nan--,N
6190,Q4170,2020,"Cygnus, per square centimeter","Cygnus, per sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2017-01-01,2017-01-01,nan--,N
6191,Q4171,2020,"Interfyl, 1 mg","Interfyl, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2017-01-01,2017-01-01,nan--,N
6192,Q4172,2020,"Puraply or puraply am, per square centimeter",Puraply or puraply am,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2017-01-01,2019-01-01,2018-12-31,N
6193,Q4173,2020,"Palingen or palingen xplus, per square centimeter",Palingen or palingen xplus,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2017-01-01,2017-01-01,nan--,N
6194,Q4174,2020,"Palingen or promatrx, 0.36 mg per 0.25 cc",Palingen or promatrx,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2017-01-01,2017-01-01,nan--,N
6195,Q4175,2020,"Miroderm, per square centimeter",Miroderm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2017-01-01,2017-01-01,nan--,N
6196,Q4176,2020,"Neopatch or therion, per square centimeter","Neopatch or therion, 1 sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2018-01-01,2020-07-01,nan--,N
6197,Q4177,2020,"Floweramnioflo, 0.1 cc","Floweramnioflo, 0.1 cc",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2018-01-01,2018-01-01,nan--,N
6198,Q4178,2020,"Floweramniopatch, per square centimeter","Floweramniopatch, per sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2018-01-01,2018-01-01,nan--,N
6199,Q4179,2020,"Flowerderm, per square centimeter","Flowerderm, per sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2018-01-01,2018-01-01,nan--,N
6200,Q4180,2020,"Revita, per square centimeter","Revita, per sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2018-01-01,2018-01-01,nan--,N
6201,Q4181,2020,"Amnio wound, per square centimeter","Amnio wound, per square cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2018-01-01,2018-01-01,nan--,N
6202,Q4182,2020,"Transcyte, per square centimeter","Transcyte, per sq centimeter",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2018-01-01,2018-01-01,nan--,N
6203,Q4183,2020,"Surgigraft, per square centimeter","Surgigraft, 1 sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6204,Q4184,2020,"Cellesta or cellesta duo, per square centimeter",Cellesta or duo per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-10-01,nan--,N
6205,Q4185,2020,Cellesta flowable amnion (25 mg per cc); per 0.5 cc,Cellesta flowab amnion 0.5cc,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6206,Q4186,2020,"Epifix, per square centimeter",Epifix 1 sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6207,Q4187,2020,"Epicord, per square centimeter",Epicord 1 sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6208,Q4188,2020,"Amnioarmor, per square centimeter",Amnioarmor 1 sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6209,Q4189,2020,"Artacent ac, 1 mg","Artacent ac, 1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6210,Q4190,2020,"Artacent ac, per square centimeter",Artacent ac 1 sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6211,Q4191,2020,"Restorigin, per square centimeter",Restorigin 1 sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6212,Q4192,2020,"Restorigin, 1 cc","Restorigin, 1 cc",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6213,Q4193,2020,"Coll-e-derm, per square centimeter",Coll-e-derm 1 sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6214,Q4194,2020,"Novachor, per square centimeter",Novachor 1 sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6215,Q4195,2020,"Puraply, per square centimeter",Puraply 1 sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,2019-01-01,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6216,Q4196,2020,"Puraply am, per square centimeter",Puraply am 1 sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,YY,2019-01-01,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6217,Q4197,2020,"Puraply xt, per square centimeter",Puraply xt 1 sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6218,Q4198,2020,"Genesis amniotic membrane, per square centimeter",Genesis amnio membrane 1sqcm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6219,Q4200,2020,"Skin te, per square centimeter",Skin te 1 sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6220,Q4201,2020,"Matrion, per square centimeter",Matrion 1 sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6221,Q4202,2020,"Keroxx (2.5g/cc), 1cc","Keroxx (2.5g/cc), 1cc",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6222,Q4203,2020,"Derma-gide, per square centimeter","Derma-gide, 1 sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6223,Q4204,2020,"Xwrap, per square centimeter",Xwrap 1 sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-01-01,2019-01-01,nan--,N
6224,Q4205,2020,"Membrane graft or membrane wrap, per square centimeter",Membrane graft or wrap sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6225,Q4206,2020,"Fluid flow or fluid gf, 1 cc",Fluid flow or fluid gf 1 cc,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6226,Q4208,2020,"Novafix, per square cenitmeter",Novafix per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6227,Q4209,2020,"Surgraft, per square centimeter",Surgraft per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6228,Q4210,2020,"Axolotl graft or axolotl dualgraft, per square centimeter",Axolotl graf dualgraf sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6229,Q4211,2020,"Amnion bio or axobiomembrane, per square centimeter",Amnion bio or axobio sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6230,Q4212,2020,"Allogen, per cc","Allogen, per cc",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6231,Q4213,2020,"Ascent, 0.5 mg","Ascent, 0.5 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6232,Q4214,2020,"Cellesta cord, per square centimeter",Cellesta cord per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6233,Q4215,2020,"Axolotl ambient or axolotl cryo, 0.1 mg","Axolotl ambient, cryo 0.1 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6234,Q4216,2020,"Artacent cord, per square centimeter",Artacent cord per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6235,Q4217,2020,"Woundfix, biowound, woundfix plus, biowound plus, woundfix xplus or biowound xplus, per square centimeter",Woundfix biowound plus xplus,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6236,Q4218,2020,"Surgicord, per square centimeter",Surgicord per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6237,Q4219,2020,"Surgigraft-dual, per square centimeter",Surgigraft dual per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6238,Q4220,2020,"Bellacell hd or surederm, per square centimeter","Bellacell hd, surederm sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6239,Q4221,2020,"Amniowrap2, per square centimeter",Amniowrap2 per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6240,Q4222,2020,"Progenamatrix, per square centimeter","Progenamatrix, per sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6241,Q4226,2020,"Myown skin, includes harvesting and preparation procedures, per square centimeter",Myown harv prep proc sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2019-10-01,2019-10-01,nan--,N
6242,Q4227,2020,"Amniocore, per square centimeter",Amniocore per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6243,Q4228,2020,"Bionextpatch, per square centimeter","Bionextpatch, per sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6244,Q4229,2020,"Cogenex amniotic membrane, per square centimeter",Cogenex amnio memb per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6245,Q4230,2020,"Cogenex flowable amnion, per 0.5 cc",Cogenex flow amnion 0.5 cc,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6246,Q4231,2020,"Corplex p, per cc","Corplex p, per cc",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6247,Q4232,2020,"Corplex, per square centimeter","Corplex, per sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6248,Q4233,2020,"Surfactor or nudyn, per 0.5 cc",Surfactor /nudyn per 0.5 cc,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6249,Q4234,2020,"Xcellerate, per square centimeter","Xcellerate, per sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6250,Q4235,2020,"Amniorepair or altiply, per square centimeter",Amniorepair or altiply sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6251,Q4236,2020,"Carepatch, per square centimeter",Carepatch per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6252,Q4237,2020,"Cryo-cord, per square centimeter","Cryo-cord, per sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6253,Q4238,2020,"Derm-maxx, per square centimeter","Derm-maxx, per sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6254,Q4239,2020,"Amnio-maxx or amnio-maxx lite, per square centimeter",Amnio-maxx or lite per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6255,Q4240,2020,"Corecyte, for topical use only, per 0.5 cc",Corecyte topical only 0.5 cc,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6256,Q4241,2020,"Polycyte, for topical use only, per 0.5 cc","Polycyte, topical only 0.5cc",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6257,Q4242,2020,"Amniocyte plus, per 0.5 cc","Amniocyte plus, per 0.5 cc",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6258,Q4244,2020,"Procenta, per 200 mg","Procenta, per 200 mg",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6259,Q4245,2020,"Amniotext, per cc","Amniotext, per cc",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6260,Q4246,2020,"Coretext or protext, per cc","Coretext or protext, per cc",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6261,Q4247,2020,"Amniotext patch, per square centimeter","Amniotext patch, per sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6262,Q4248,2020,"Dermacyte amniotic membrane allograft, per square centimeter",Dermacyte amn mem allo sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-07-01,2020-07-01,nan--,N
6263,Q4249,2020,"Amniply, for topical use only, per square centimeter","Amniply, per sq cm",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-10-01,2020-10-01,nan--,A
6264,Q4250,2020,"Amnioamp-mp, per square centimeter",Amnioamp-mp per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-10-01,2020-10-01,nan--,A
6265,Q4254,2020,"Novafix dl, per square centimeter",Novafix dl per sq cm,51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-10-01,2020-10-01,nan--,A
6266,Q4255,2020,"Reguard, for topical use only, per square centimeter","Reguard, topical use per sq",51.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,O1E,1,,,,,,2020-10-01,2020-10-01,nan--,A
6267,Q5001,2020,Hospice or home health care provided in patient's home/residence,Hospice or home hlth in home,,,,,9,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,133.0,Y2,1,L,,,,,2007-01-01,2013-07-01,nan--,N
6268,Q5002,2020,Hospice or home health care provided in assisted living facility,Hospice/home hlth in asst lv,,,,,9,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,133.0,Y2,1,L,,,,,2007-01-01,2013-07-01,nan--,N
6269,Q5003,2020,Hospice care provided in nursing long term care facility (ltc) or non-skilled nursing facility (nf),Hospice in lt/non-skilled nf,,,,,9,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,133.0,Y2,1,L,,,,,2007-01-01,2007-01-01,nan--,N
6270,Q5004,2020,Hospice care provided in skilled nursing facility (snf),Hospice in snf,,,,,9,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,133.0,Y2,1,L,,,,,2007-01-01,2007-01-01,nan--,N
6271,Q5005,2020,Hospice care provided in inpatient hospital,"Hospice, inpatient hospital",,,,,9,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,133.0,Y2,1,L,,,,,2007-01-01,2007-01-01,nan--,N
6272,Q5006,2020,Hospice care provided in inpatient hospice facility,Hospice in hospice facility,,,,,9,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,133.0,Y2,1,L,,,,,2007-01-01,2007-01-01,nan--,N
6273,Q5007,2020,Hospice care provided in long term care facility,Hospice in ltch,,,,,9,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,133.0,Y2,1,L,,,,,2007-01-01,2007-01-01,nan--,N
6274,Q5008,2020,Hospice care provided in inpatient psychiatric facility,Hospice in inpatient psych,,,,,9,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,133.0,Y2,1,L,,,,,2007-01-01,2007-01-01,nan--,N
