,HCPCS_CODE,HCPCS_DESCRIPTION,HCPCS_ASC_EXCLUDED,HCPCS_ASC_EXCLUDED_DT,HCPCS_GROUP,HCPCS_GROUP_BEGIN_DT,HCPCS_GROUP_END_DT,ADDED_TO_FILE_DATE,LAST_EDIT_DATE,USER_ID
367,27725,Repair of lower leg,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
368,27727,Repair of lower leg,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
369,27880,Amputation of lower leg,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
370,27881,Amputation of lower leg,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
371,27882,Amputation of lower leg,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
372,27886,Amputation follow-up surgery,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
373,27888,Amputation of foot at ankle,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
374,28360,Reconstruct cleft foot,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
375,28800,Amputation of midfoot,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
376,28805,Amputation thru metatarsal,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
377,29868,Meniscal trnspl knee w/scpe,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
378,31225,Removal of upper jaw,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
379,31230,Removal of upper jaw,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
380,31241,Nsl/sins ndsc w/artery lig,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
381,31290,Nasal/sinus endoscopy surg,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
382,31291,Nasal/sinus endoscopy surg,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
383,31292,Nsl/sins ndsc med/inf dcmprn,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
384,31293,Nsl/sins ndsc med&inf dcmprn,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
385,31294,Nsl/sins ndsc surg on dcmprn,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
386,31360,Removal of larynx,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
387,31365,Removal of larynx,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
388,31367,Partial removal of larynx,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
389,31368,Partial removal of larynx,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
390,31370,Partial removal of larynx,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
391,31375,Partial removal of larynx,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
392,31380,Partial removal of larynx,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
393,31382,Partial removal of larynx,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
394,31390,Removal of larynx & pharynx,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
395,31395,Reconstruct larynx & pharynx,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
396,31584,Laryngoplasty fx rdctj fixj,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
397,31587,Laryngoplasty cricoid split,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
398,31600,Incision of windpipe,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
399,31601,Incision of windpipe,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
400,31610,Incision of windpipe,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
401,31660,Bronch thermoplsty 1 lobe,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
402,31661,Bronch thermoplsty 2/> lobes,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
403,31725,Clearance of airways,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
404,31760,Repair of windpipe,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
405,31766,Reconstruction of windpipe,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
406,31770,Repair/graft of bronchus,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
407,31775,Reconstruct bronchus,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
408,31780,Reconstruct windpipe,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
409,31781,Reconstruct windpipe,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
410,31785,Remove windpipe lesion,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
411,31786,Remove windpipe lesion,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
412,31800,Repair of windpipe injury,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
413,31805,Repair of windpipe injury,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
414,32035,Thoracostomy w/rib resection,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
415,32036,Thoracostomy w/flap drainage,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
416,32096,Open wedge/bx lung infiltr,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
417,32097,Open wedge/bx lung nodule,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
418,32098,Open biopsy of lung pleura,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
419,32100,Exploration of chest,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
420,32110,Explore/repair chest,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
421,32120,Re-exploration of chest,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
422,32124,Explore chest free adhesions,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
423,32140,Removal of lung lesion(s),Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
424,32141,Remove/treat lung lesions,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
425,32150,Removal of lung lesion(s),Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
426,32151,Remove lung foreign body,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
427,32160,Open chest heart massage,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
428,32200,Drain open lung lesion,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
429,32215,Treat chest lining,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
430,32220,Release of lung,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
431,32225,Partial release of lung,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
432,32310,Removal of chest lining,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
433,32320,Free/remove chest lining,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
434,32440,Remove lung pneumonectomy,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
435,32442,Sleeve pneumonectomy,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
436,32445,Removal of lung extrapleural,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
437,32480,Partial removal of lung,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
438,32482,Bilobectomy,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
439,32484,Segmentectomy,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
440,32486,Sleeve lobectomy,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
441,32488,Completion pneumonectomy,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
442,32491,Lung volume reduction,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
443,32501,Repair bronchus add-on,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
444,32503,Resect apical lung tumor,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
445,32504,Resect apical lung tum/chest,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
446,32505,Wedge resect of lung initial,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
447,32506,Wedge resect of lung add-on,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
448,32507,Wedge resect of lung diag,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
449,32540,Removal of lung lesion,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
450,32551,Insertion of chest tube,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
451,32560,Treat pleurodesis w/agent,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
452,32561,Lyse chest fibrin init day,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
453,32562,Lyse chest fibrin subq day,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
454,32601,Thoracoscopy diagnostic,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
455,32604,Thoracoscopy wbx sac,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
456,32606,Thoracoscopy w/bx med space,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
457,32607,Thoracoscopy w/bx infiltrate,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
458,32608,Thoracoscopy w/bx nodule,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
459,32609,Thoracoscopy w/bx pleura,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
460,32650,Thoracoscopy w/pleurodesis,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
461,32651,Thoracoscopy remove cortex,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
462,32652,Thoracoscopy rem totl cortex,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
463,32653,Thoracoscopy remov fb/fibrin,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
464,32654,Thoracoscopy contrl bleeding,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
465,32655,Thoracoscopy resect bullae,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
466,32656,Thoracoscopy w/pleurectomy,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
467,32658,Thoracoscopy w/sac fb remove,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
468,32659,Thoracoscopy w/sac drainage,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
469,32661,Thoracoscopy w/pericard exc,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
470,32662,Thoracoscopy w/mediast exc,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
471,32663,Thoracoscopy w/lobectomy,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
472,32664,Thoracoscopy w/ th nrv exc,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
473,32665,Thoracoscop w/esoph musc exc,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
474,32666,Thoracoscopy w/wedge resect,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
475,32667,Thoracoscopy w/w resect addl,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
476,32668,Thoracoscopy w/w resect diag,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
477,32669,Thoracoscopy remove segment,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
478,32670,Thoracoscopy bilobectomy,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
479,32671,Thoracoscopy pneumonectomy,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
480,32672,Thoracoscopy for lvrs,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
481,32673,Thoracoscopy w/thymus resect,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
482,32674,Thoracoscopy lymph node exc,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
483,32800,Repair lung hernia,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
484,32810,Close chest after drainage,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
485,32815,Close bronchial fistula,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
486,32820,Reconstruct injured chest,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
487,32850,Donor pneumonectomy,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
488,32851,Lung transplant single,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
489,32852,Lung transplant with bypass,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
490,32853,Lung transplant double,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
491,32854,Lung transplant with bypass,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
492,32855,Prepare donor lung single,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
493,32856,Prepare donor lung double,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
494,32900,Removal of rib(s),Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
495,32905,Revise & repair chest wall,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
496,32906,Revise & repair chest wall,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
497,32940,Revision of lung,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
498,32997,Total lung lavage,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
499,33015,	Incision of heart sac,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
500,33017,Prcrd drg 6yr+ w/o cgen car,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
501,33018,Prcrd drg 0-5yr or w/anomly,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
502,33019,Perq prcrd drg insj cath ct,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
503,33020,Incision of heart sac,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
504,33025,Incision of heart sac,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
505,33030,Partial removal of heart sac,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
506,33031,Partial removal of heart sac,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
507,33050,Resect heart sac lesion,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
508,33120,Removal of heart lesion,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
509,33130,Removal of heart lesion,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
510,33140,Heart revascularize (tmr),Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
511,33141,Heart tmr w/other procedure,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
512,33202,Insert epicard eltrd open,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
513,33203,Insert epicard eltrd endo,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
514,33236,Remove electrode/thoracotomy,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
515,33237,Remove electrode/thoracotomy,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
516,33238,Remove electrode/thoracotomy,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
517,33243,Remove eltrd/thoracotomy,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
518,33244,Remove elctrd transvenously,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
519,33250,Ablate heart dysrhythm focus,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
520,33251,Ablate heart dysrhythm focus,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
521,33254,Ablate atria lmtd,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
522,33255,Ablate atria w/o bypass ext,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
523,33256,Ablate atria w/bypass exten,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
524,33257,Ablate atria lmtd add-on,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
525,33258,Ablate atria x10sv add-on,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
526,33259,Ablate atria w/bypass add-on,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
527,33261,Ablate heart dysrhythm focus,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
528,33265,Ablate atria lmtd endo,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
529,33266,Ablate atria x10sv endo,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
530,33272,Rmvl of subq defibrillator,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
531,33300,Repair of heart wound,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
532,33305,Repair of heart wound,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
533,33310,Exploratory heart surgery,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
534,33315,Exploratory heart surgery,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
535,33320,Repair major blood vessel(s),Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
536,33321,Repair major vessel,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
537,33322,Repair major blood vessel(s),Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
538,33330,Insert major vessel graft,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
539,33335,Insert major vessel graft,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
540,33340,Perq clsr tcat l atr apndge,Y,2020-10-15,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data excluded for 2020 payment from CMS
